0
서울특별시 종로구 삼봉로 57 버거킹 종로구청점
서울특별시 종로구 청계천로 35 행복식탁
서울특별시 종로구 숭인동길 6 홍할매떡뽁이
서울특별시 종로구 사직로 130 우정 광화문점
서울특별시 종로구 청계천로 67 웅이네 1번가
서울특별시 종로구 자하문로2길 14 모던키친2
서울특별시 종로구 계동길 54 밀사랑
서울특별시 종로구 삼일대로30길 42 랑만궁떡
서울특별시 종로구 종로 69 얌샘김밥 종로YMCA점
서울특별시 종로구 명륜길 12 고향만두
서울특별시 종로구 종로 393 이삭토스트
서울특별시 종로구 사직로 130 향촌
서울특별시 종로구 북촌로5가길 38 북촌호떡
서울특별시 종로구 우정국로 26 이여곰탕 종로센트로폴리스점
서울특별시 종로구 종로 51 알리바바 쏙쏙김밥 종로타워점
서울특별시 종로구 율곡로3길 78 소소한행복
서울특별시 종로구 지봉로 81 국수나무 창신점
서울특별시 종로구 낙산성곽서길 107-5 만수루
서울특별시 종로구 종로41길 45 한솥
서울특별시 종로구 율곡로 292 국보칼국수
서울특별시 종로구 새문안로 42 사계절 떡국 국수
서울특별시 종로구 종로40길 18 어머니국시방
서울특별시 종로구 진흥로 439 김밥 분식
서울특별시 종로구 종로 183 다모아
서울특별시 종로구 사직로9길 23 소도
서울특별시 종로구 팔판길 15 8잔
서울특별시 종로구 통일로 250 미자네분식
서울특별시 종로구 종로40가길 29 찬이네 칼국수
서울특별시 종로구 종로 123 웰빙수제비
서울특별시 종로구 종로5길 68 미고
서울특별시 종로구 대학로12길 83 본도시락(대학로점)
서울특별시 종로구 새문안로5가길 7 하코야
서울특별시 종로구 자하문로5가길 1 송암골뱅이
서울특별시 종로구 동숭4길 4 모 베터블루
서울특별시 종로구 세종대로 175 포77-1
서울특별시 종로구 세종대로 175 포77
서울특별시 종로구 북촌로 31-6 대구삼촌
서울특별시 종로구 세종대로23길 47 더큰버거
서울특별시 종로구 성균관로 56 마님은왜돌쇠에게만술을주시나
서울특별시 종로구 종로 19 국수분식
서울특별시 종로구 성균관로 25-9 물결식당
서울특별시 종로구 북촌로5가길 32 풍년 식당
서울특별시 종로구 홍지문2길 2 치즈밥있슈
서울특별시 종로구 종로 19 일산칼국수
서울특별시 종로구 삼일대로17길 8 장수촌 풍천장어
서울특별시 종로구 세종대로 161 애드
서울특별시 종로구 종로18길 32 서울식품
서울특별시 종로구 대학로11길 19-4 헤이커피(hey coffee)
서울특별시 종로구 효자로 31-1 메밀꽃필무렵
서울특별시 종로구 종로41길 10 일번우동
서울특별시 종로구 종로52길 20-17 동대문손칼국수
서울특별시 종로구 수표로 117 김가네
서울특별시 종로구 종로 380 해정국수
서울특별시 종로구 삼일대로32길 32 이화골
서울특별시 종로구 수표로22길 30 올인
서울특별시 종로구 홍지문2길 7 멜팅그릴 상명대점
서울특별시 종로구 명륜길 45-19 노가네
서울특별시 종로구 창경궁로 234 써브웨이 성대점
서울특별시 종로구 돈화문로 26 남천할매떡볶기
서울특별시 종로구 돈화문로 26 오이시
서울특별시 종로구 돈화문로 26 성북동집
서울특별시 종로구 자하문로 11 옛날국수맛집
서울특별시 종로구 새문안로5길 19 문화 수제비
서울특별시 종로구 창신길 42 바지락칼국수
서울특별시 종로구 종로 14 선미원
서울특별시 종로구 사직로8길 24 삼희일미
서울특별시 종로구 지봉로 99 명보
서울특별시 종로구 자하문로10길 10-21 고래
서울특별시 종로구 수표로20길 22 장군보쌈
서울특별시 종로구 돈화문로10길 20 대원
서울특별시 종로구 난계로29길 14 써니 & 푸드
서울특별시 종로구 이화장길 14 선다래
서울특별시 종로구 종로22길 29 유영식당
서울특별시 종로구 통일로12길 88 전주식당
서울특별시 종로구 창경궁로26길 41-3 이유
서울특별시 종로구 새문안로5길 37 껄떡쇠
서울특별시 종로구 새문안로5가길 5 가보세그집
서울특별시 종로구 통일로 142 김밥천국
서울특별시 종로구 창신길 19 김밥사랑
서울특별시 종로구 종로52길 43-27 하루밥상
서울특별시 종로구 새문안로3길 23 자연담은도시락
서울특별시 종로구 수표로 124 제이에스피
서울특별시 종로구 삼봉로 100 불닭발 동대문 엽기떡볶이
서울특별시 종로구 삼청로 101 삼청동 스시고
서울특별시 종로구 자하문로1길 16 체부동 잔치집
서울특별시 종로구 대명길 19-6 대학로 쭈왕 쭈꾸미
서울특별시 종로구 율곡로3길 74-10 벽고동家
서울특별시 종로구 우정국로 38-1 백반식당
서울특별시 종로구 세검정로 310-1 페리카나
서울특별시 종로구 수표로 96 국일 식당
서울특별시 종로구 종로17길 52 상록
서울특별시 종로구 종로 19 푸드까페 김밥천국 종로점
서울특별시 종로구 종로16길 13 에그타르트 파스텔 드 나따 종로점
서울특별시 종로구 인사동1길 11 선녀와나무꾼
서울특별시 종로구 종로5길 7 로봇김밥
서울특별시 종로구 성균관로 25-9 맥덕스
서울특별시 종로구 종로3길 17 로라방앗간
서울특별시 종로구 돈화문로8길 12 엄마손 맛집
서울특별시 종로구 율곡로10길 98 육육오삼 김밥
서울특별시 종로구 종로16길 34 행복싸롱
서울특별시 종로구 대학로 144 대학로민속순대타운(이어도)
서울특별시 종로구 혜화로 10-5 평양손칼국수
서울특별시 종로구 자하문로 18 콩밭 경복궁역점
서울특별시 종로구 송월길 27 우리분식
서울특별시 종로구 삼일대로 469 서원호프
서울특별시 종로구 창경궁로29길 39 더 도어스
서울특별시 종로구 대학로12길 13 에그마카슈
서울특별시 종로구 삼일대로15길 25 브이 아이피 참치
서울특별시 종로구 청계천로 375 에브리데이 토스트
서울특별시 종로구 경희궁1길 1 미로스페이스
서울특별시 종로구 삼봉로 81 김가네종로구청점
서울특별시 종로구 율곡로3길 75 솔트24(Salt24)
서울특별시 종로구 우정국로 36 재미사랑
서울특별시 종로구 종로 14 안동국시
서울특별시 종로구 사직로1길 58-1 소풍
서울특별시 종로구 수표로 91 종로삼성치킨
서울특별시 종로구 종로35길 24 효제 김밥
서울특별시 종로구 사직로8길 4 본마켓
서울특별시 종로구 대명길 21-2 코지필(cozy feel)
서울특별시 종로구 보문로9길 3-6 전주식당
서울특별시 종로구 지봉로 96 6일닭강정
서울특별시 종로구 자하문로1길 23 킬리뱅뱅
서울특별시 종로구 동망산길 1 진치킨
서울특별시 종로구 창덕궁1길 25 안동칼국수
서울특별시 종로구 통일로 148 맛샘식당
서울특별시 종로구 대학로8가길 103 동숭동그릴
서울특별시 종로구 종로44길 66 마니(Mani)
서울특별시 종로구 돈화문로10길 14 호로록 꼬치
서울특별시 종로구 종로 300-1 동문식당
서울특별시 종로구 자하문로1길 13 더 9.2
서울특별시 종로구 사직로8길 4 모던김밥 스페이스본
서울특별시 종로구 사직로8길 34 사발 한그릇
서울특별시 종로구 필운대로1길 31 신전 떡복이
서울특별시 종로구 대학로 144 마라도순대
서울특별시 종로구 동호로 403-23 광장식당
서울특별시 종로구 창신4길 1 찍어떡볶이
서울특별시 종로구 경희궁길 4 호호미역 경희궁 직영점
서울특별시 종로구 인사동4길 17 장터국수
서울특별시 종로구 인사동7길 12 옛집
서울특별시 종로구 북촌로 14-3 맛다(多) 오리구이
서울특별시 종로구 진흥로 460 치킨비어
서울특별시 종로구 대명길 21-2 지성분식
서울특별시 종로구 명륜길 39 돈엔까
서울특별시 종로구 율곡로8길 100 꼬꼬마김밥
서울특별시 종로구 새문안로 38 명동칼국수 정동점
서울특별시 종로구 이화장1나길 17 먹방스튜디오
서울특별시 종로구 명륜길 4 동네식당
서울특별시 종로구 사직로 133 와인
서울특별시 종로구 필운대로 55-1 염광통닭
서울특별시 종로구 율곡로 218 중화요리 지엔
서울특별시 종로구 대명길 21 밀밭분식
서울특별시 종로구 율곡로3길 82 라면땡기는날
서울특별시 종로구 성균관로5길 5 돈카츠
서울특별시 종로구 종로 111 전주집
서울특별시 종로구 종로 176 테마분식
서울특별시 종로구 율곡로 309 33호프
서울특별시 종로구 통일로 150-19 고려분식
서울특별시 종로구 삼일대로32가길 40 브루삼점일사투(Brew 3.14 Ⅱ)
서울특별시 종로구 자하문로10길 10-17 양평추어탕
서울특별시 종로구 대학로11길 43 깔리
서울특별시 종로구 지봉로 81 부에노 떡볶이
서울특별시 종로구 삼일대로 390-10 골목대장
서울특별시 종로구 삼봉로 81 슬런치
서울특별시 종로구 성균관로 25 파덜즈컵닭
서울특별시 종로구 새문안로5길 19 홍카페
서울특별시 종로구 성균관로 25-1 신사 치킨
서울특별시 종로구 인사동3길 10 잔치마당
서울특별시 종로구 인사동12길 14-5 오세계향
서울특별시 종로구 자하문로1길 33 심산애
서울특별시 종로구 통일로 252 피자투고
서울특별시 종로구 돈화문로10가길 13 썬휴게실
서울특별시 종로구 평창11길 6 피자킹평창점
서울특별시 종로구 율곡로20길 3 거품나라
서울특별시 종로구 종로44길 91 왈패호프
서울특별시 종로구 율곡로3길 79 마음을 담아 내면
서울특별시 종로구 인사동3길 29 거구장
서울특별시 종로구 종로51나길 23 옥천매운족발
서울특별시 종로구 새문안로9길 29-3 모모
서울특별시 종로구 새문안로3길 30 평안도만두집
서울특별시 종로구 종로54길 45-3 진미식당
서울특별시 종로구 종로 200-12 서울 매운탕
서울특별시 종로구 대학로11길 24 명륜감자탕
서울특별시 종로구 돈화문로4길 36 항아리집
서울특별시 종로구 서순라길 15 임진강민물
서울특별시 종로구 창신길 50 서울분식
서울특별시 종로구 계동길 15 국빈행성
서울특별시 종로구 종로66가길 34 경마장호프
서울특별시 종로구 돈화문로4길 26 고향집
서울특별시 종로구 자하문로10길 10-12 쎄이썸띵(Say Something)
서울특별시 종로구 필운대로 108-2 효자분식
서울특별시 종로구 새문안로5길 37 오모가리 국밥
서울특별시 종로구 자하문로7길 19 노브.13(Nov.13)
서울특별시 종로구 종로 299-1 동대문지하코너
서울특별시 종로구 지봉로 11-1 단비
서울특별시 종로구 새문안로 39 공원분식
서울특별시 종로구 율곡로17길 20 남도추어탕
서울특별시 종로구 율곡로 84 가고시마
서울특별시 종로구 창경궁로26길 41-5 포도원 삼계탕
서울특별시 종로구 삼일대로15길 20-1 이노참치
서울특별시 종로구 필운대로 40 미유
서울특별시 종로구 종로31길 38 또오래분식
서울특별시 종로구 통일로12길 4 Ann(앤)
서울특별시 종로구 우정국로2길 22 셰프의 국수전
서울특별시 종로구 사직로12길 8 신안촌
서울특별시 종로구 인사동11길 23 아지오(AGIO)
서울특별시 종로구 자하문로10길 30 경청회관
서울특별시 종로구 대학로10길 15-7 마니머글래
서울특별시 종로구 동숭길 117 휴즈
서울특별시 종로구 종로1길 50 동명삼계탕
서울특별시 종로구 창경궁로13길 5 예지칼국수
서울특별시 종로구 자하문로1길 51 봉구스밥버거
서울특별시 종로구 대명길 39-9 소친친
서울특별시 종로구 성균관로 9-1 나누미떡볶이
서울특별시 종로구 북촌로 50-1 파이브 셉템버(5 September)
서울특별시 종로구 돈화문로6나길 40 미금
서울특별시 종로구 숭인동길 53-4 페리카나
서울특별시 종로구 돈화문로11길 20 행복한집
서울특별시 종로구 종로5길 58 뚝배기 양평해장국
서울특별시 종로구 창경궁로 248 아이리스
서울특별시 종로구 지봉로 11 정삼품순대
서울특별시 종로구 우정국로2길 10 종로시장
서울특별시 종로구 종로 277 까페 동대문
서울특별시 종로구 통일로 250 진미통닭
서울특별시 종로구 종로 69 와이분식
서울특별시 종로구 종로46길 24 꽁스 치킨
서울특별시 종로구 돈화문로 59-1 중앙치킨
서울특별시 종로구 자하문로2길 4 하이트 호프광장
서울특별시 종로구 인사동길 57 코알라치킨센타
서울특별시 종로구 통일로 148 둘둘식당
서울특별시 종로구 종로 240-1 포인트
서울특별시 종로구 새문안로5가길 4 뱅크
서울특별시 종로구 종로11길 10 삼해집
서울특별시 종로구 통일로 198-2 독립문호프
서울특별시 종로구 홍지문2길 27 무아타
서울특별시 종로구 돈화문로11길 24 귀빈
서울특별시 종로구 삼봉로 74 참새집
서울특별시 종로구 난계로29길 64-1 성가네
서울특별시 종로구 평창11길 6 오병이어
서울특별시 종로구 창경궁로 266 불난집 떡볶이
서울특별시 종로구 창경궁로 123-5 충무칼국수
서울특별시 종로구 진흥로 492-1 솥뚜껑
서울특별시 종로구 종로40길 4 원호와 초밥
서울특별시 종로구 종로 111-2 종로돈까스
서울특별시 종로구 창신3길 9 수원성갈비
서울특별시 종로구 종로41길 44 아름들이
서울특별시 종로구 난계로27길 69-6 노인정식당
서울특별시 종로구 북촌로4길 27 북촌 스토리
서울특별시 종로구 인사동14길 13 인사동여자만
서울특별시 종로구 종로 260 동진종합분식
서울특별시 종로구 북촌로4길 12 통다리치킨
서울특별시 종로구 성균관로 4 포보
서울특별시 종로구 종로31길 34 종로순대
서울특별시 종로구 서순라길 17-21 오복왕돈까스
서울특별시 종로구 종로 370 통밀로만
서울특별시 종로구 인사동12길 1 심우방
서울특별시 종로구 수표로 124 소한마리정육식당
서울특별시 종로구 북촌로 20 재동식당
서울특별시 종로구 삼일대로17길 36 용범이네 인계동 껍데기 종각점
서울특별시 종로구 자하문로15길 18 유림분식
서울특별시 종로구 인왕산로1길 70 유리네집
서울특별시 종로구 돈화문로11다길 5 찬양집
서울특별시 종로구 난계로29길 18 비어
서울특별시 종로구 세종대로23길 47 한양김밥
서울특별시 종로구 종로41길 10 카페포코
서울특별시 종로구 지봉로7길 5 이가 바지락칼국수
서울특별시 종로구 새문안로5길 19 윤
서울특별시 종로구 종로38길 15 우정분식
서울특별시 종로구 통일로12길 10-10 이가네
서울특별시 종로구 통일로 240 피자투어
서울특별시 종로구 북촌로4길 24 전다
서울특별시 종로구 성균관로 7-2 미다래
서울특별시 종로구 삼일대로32길 59 키
서울특별시 종로구 돈화문로11다길 14-2 할머니칼국수
서울특별시 종로구 율곡로5길 3-11 바지락칼국수
서울특별시 종로구 종로5길 40 미각(재한수화상회)
서울특별시 종로구 동순라길 60-10 황태해장국
서울특별시 종로구 삼봉로 66 광화문김밥
서울특별시 종로구 인사동3길 8 정오식당
서울특별시 종로구 종로5길 58 전주청국장
서울특별시 종로구 청계천로 231-8 모닝호프
서울특별시 종로구 대학로11길 49 수라면
서울특별시 종로구 인사동7길 12 화소담
서울특별시 종로구 성균관로 18 성대국수
서울특별시 종로구 삼일대로17길 20-1 희 스시
서울특별시 종로구 자하문로7길 11 프라자통닭
서울특별시 종로구 창경궁로 126 조가네 뼈해장국
서울특별시 종로구 삼일대로 442 오비그린호프
서울특별시 종로구 삼일대로 442 문카페(Moon cafe)
서울특별시 종로구 홍지문길 2 피자파자
서울특별시 종로구 우정국로 39 하이트타운
서울특별시 종로구 사직로 130 명가
서울특별시 종로구 명륜길 51 삼삼오오
서울특별시 종로구 창신길 155 시골양념치킨
서울특별시 종로구 종로9길 18 육미
서울특별시 종로구 종로5길 38-1 더 진국 광화문역 지점
서울특별시 종로구 종로 19 풍황
서울특별시 종로구 종로10길 16 신마포갈매기
서울특별시 종로구 돈화문로 45 그래비티(Gravity)
서울특별시 종로구 삼일대로 405 마리웨일237 종로점
서울특별시 종로구 창신길 42 레이스분식
서울특별시 종로구 자하문로2길 10 모던김밥
서울특별시 종로구 종로34길 7 신성
서울특별시 종로구 종로40가길 19-1 나주식당
서울특별시 종로구 성균관로 4-2 여울목
서울특별시 종로구 수표로 109 낙원삼계탕
서울특별시 종로구 인사동11길 12 부산식당
서울특별시 종로구 삼일대로30길 37 롤인익선
서울특별시 종로구 대명길 27 33떡볶이 대학로점
서울특별시 종로구 대명1길 25 제이스 세컨플로어
서울특별시 종로구 종로31길 21 산더미고깃집
서울특별시 종로구 돈화문로5가길 19 야젠Ⅱ
서울특별시 종로구 새문안로 38 젠
서울특별시 종로구 삼일대로26길 6 고향풍천장어
서울특별시 종로구 성균관로 15-2 막퍼주는집
서울특별시 종로구 삼봉로 88-1 강효
서울특별시 종로구 종로 373 모여라
서울특별시 종로구 종로31길 18 진지방 순대국
서울특별시 종로구 지봉로 1 원조왕십리자매곱창
서울특별시 종로구 계동길 17 우리집
서울특별시 종로구 숭인동길 68 경성옥돌바베큐
서울특별시 종로구 종로 307 사과나무
서울특별시 종로구 서순라길 27-4 모퉁이
서울특별시 종로구 새문안로5길 5-27 황가
서울특별시 종로구 우정국로2길 31 맛있는 김치찜&순두부
서울특별시 종로구 창경궁로 239 클레오
서울특별시 종로구 진흥로 435 종로 빈대떡
서울특별시 종로구 삼일대로17길 44 울릉도 조개구이
서울특별시 종로구 사직로 96 경복궁 e맛
서울특별시 종로구 인사동길 47 학이둥지를틀때
서울특별시 종로구 창경궁로 247-1 꼬치오뎅
서울특별시 종로구 종로 318-1 유림하우스
서울특별시 종로구 수표로 92 광안리
서울특별시 종로구 진흥로 474 크래프트하우스
서울특별시 종로구 율곡로 63 비쥬
서울특별시 종로구 동숭길 63 더스키(The Ski)
서울특별시 종로구 삼일대로32길 43 배추머리김부장
서울특별시 종로구 홍지문2길 6 네네치킨 앤 봉구스밥버거 상명대점
서울특별시 종로구 청계천로 67 J&J(제이엔제이)
서울특별시 종로구 명륜길 9 구수닭꼬치
서울특별시 종로구 돈화문로11다길 12 종로칼국수
서울특별시 종로구 돈화문로5가길 1 낙산스넥
서울특별시 종로구 진흥로 453 복실이네떡볶이
서울특별시 종로구 율곡로 239 이모네 분식포차
서울특별시 종로구 동호로 398 오가 김밥
서울특별시 종로구 종로 19 긴자
서울특별시 종로구 종로32길 7 박가네
서울특별시 종로구 세검정로9길 78 동태찜과 동치미
서울특별시 종로구 사직로 105 나의 작은 식탁
서울특별시 종로구 율곡로3길 74-7 먹쉬돈나
서울특별시 종로구 인사동10길 11-4 전통다원
서울특별시 종로구 대학로 85 국수나무
서울특별시 종로구 동호로 403-28 종로식당
서울특별시 종로구 창경궁로11길 30 영광식당
서울특별시 종로구 종로66가길 10 닭칼국수
서울특별시 종로구 종로1길 57 산촌분식
서울특별시 종로구 종로12길 22 코스트 할인마트
서울특별시 종로구 자하문로7길 15 효자마을
서울특별시 종로구 종로34길 4 성심분식
서울특별시 종로구 성균관로 26 한솥
서울특별시 종로구 삼일대로 388-5 시네마
서울특별시 종로구 사직로 105 원곱창
서울특별시 종로구 자하문로10길 1 김박사갈비탕
서울특별시 종로구 자하문로2길 16 더솔키친
서울특별시 종로구 종로11길 9-10 양가집
서울특별시 종로구 난계로29길 28 味 Happy day(미 해피데이)
서울특별시 종로구 종로 266 칠성
서울특별시 종로구 동숭길 134 형제숯불마당
서울특별시 종로구 성균관로 11 부산오뎅
서울특별시 종로구 세종대로23길 54 소국밥
서울특별시 종로구 창신길 15 베트남쌀국수 SaoMai
서울특별시 종로구 삼일대로 401-38 성공시대
서울특별시 종로구 삼일대로32길 43 전주식당
서울특별시 종로구 대학로11길 38-10 포석정
서울특별시 종로구 통일로12길 10-11 해성 꼼장어
서울특별시 종로구 서순라길 89-26 첼로
서울특별시 종로구 종로52길 12-3 진미식당
서울특별시 종로구 자하문로 306 한솥도시락상명대앞점
서울특별시 종로구 수표로 121-1 만복국수 종로3가점
서울특별시 종로구 종로 325-7 동대문칼국수
서울특별시 종로구 난계로29길 34 소시 BEER
서울특별시 종로구 창덕궁1길 9-1 비원손칼국수
서울특별시 종로구 수표로 82 까치커피숍
서울특별시 종로구 창경궁로13길 12 두꺼비
서울특별시 종로구 종로50라길 49 오짱 찡어
서울특별시 종로구 인사동1길 25 꽃피고새우네
서울특별시 종로구 사직로 108-5 심퍼티쿠시(SZIMPATIKUS)
서울특별시 종로구 성균관로 19 짜장파티
서울특별시 종로구 인사동8길 14-1 인사동수제비
서울특별시 종로구 종로 141-2 돈방석
서울특별시 종로구 삼일대로20길 13 뜰마루
서울특별시 종로구 성균관로 13-1 김밥천국
서울특별시 종로구 지봉로 12 털보산오리
서울특별시 종로구 우정국로2길 22 종로족빨2
서울특별시 종로구 대학로 127-6 딱지치기
서울특별시 종로구 창경궁로29길 31 화전골
서울특별시 종로구 수표로 86 국일영양족발
서울특별시 종로구 홍지문2가길 3 어뎅맛뎅
서울특별시 종로구 진흥로 432 토요일
서울특별시 종로구 창의문로 132 클럽에스프레소
서울특별시 종로구 세종대로23길 21 알프스
서울특별시 종로구 대학로 128 조선 식당
서울특별시 종로구 대학로11길 9-2 된장예술과 술
서울특별시 종로구 종로51길 31 카니발호프타운
서울특별시 종로구 종로 266 금
서울특별시 종로구 수표로20길 16-15 은혜
서울특별시 종로구 새문안로5길 19 한솥밥
서울특별시 종로구 평창2길 3 영산강
서울특별시 종로구 성균관로 44 일송칼국수
서울특별시 종로구 종로35길 11 치킨주막
서울특별시 종로구 창경궁로 135 장터국수
서울특별시 종로구 평창24길 18 꼬꼬네집
서울특별시 종로구 인사동14길 20 흐린세상 건너기
서울특별시 종로구 명륜길 60 점심시간
서울특별시 종로구 성균관로5가길 1-6 삼용이네
서울특별시 종로구 삼일대로 441-1 낙원호프
서울특별시 종로구 대학로7길 9 본가칡냉면
서울특별시 종로구 인사동1길 17 천하장사
서울특별시 종로구 수표로22길 50 종로바지락칼국수
서울특별시 종로구 통일로 246-10 종로김밥독립문점
서울특별시 종로구 동숭4나길 16 아가페식당
서울특별시 종로구 창신길 22 좋을호 치킨하우스
서울특별시 종로구 종로66길 21 시골장터
